,class,text
1478,notsarc,"['actually', 'fact', 'children', 'gay', 'parents', 'likely', 'gay', 'children', 'of', 'straight', 'parents', 'directly', 'refutes', 'the', 'original', 'articlechildren', 'of', 'gay', 'parents', 'one', 'gender', 'the', 'original', 'article', 'pointed', 'to', 'cause', 'homosexualityif', 'narths', 'article', 'pretends', 'to', 'talk', 'the', 'impact', 'of', 'a', 'missing', 'gender', 'charliegones', 'article', 'directly', 'refutes']"
1479,notsarc,"['debt', 'obama', 'generated', 'nation', 'deserves', 'filibustered', 'the', 'ground', 'for', 'long', 'the', 'democrats', 'absolute', 'power', 'ran', 'amok', 'and', 'unchecked', 'answering', 'to', 'absolutely', 'nobody', 'and', 'ignoring', 'the', 'and', 'the', 'voice', 'the', 'people']"
1480,notsarc,"['``', 'miniscule', 'and', 'negligible', 'fraction', 'total', 'wild', 'moth', 'population', ""''"", 'even', 'observed', 'resting', 'anywhere', 'else', 'despite', 'explanation', 'of', 'mathematical', 'misleading', 'wabbit', 'continues', 'itsome', 'of', 'with', 'better', 'short-term', 'memory', 'might', 'remember', 'stated', 'that', 'little', 'debate', 'that', 'many', 'of', 'kettlewells', 'experiments', 'imperfect', 'wabbit', 'has', 'posted', 'excerpts', 'effect', 'really', 'need', 'to', 'is', 'realize', 'that', 'wabbit', 'has', 'quote', 'mined', 'to', 'his', 'little', 'hearts', 'content', 'heres', 'a', 'portion', 'purposely', 'excised', ':']"
1481,notsarc,"['5000', '10000', 'women', 'dying', 'illegal', 'abortions', 'isnt', 'high', 'dude', 'nearly', 'five', 'times', 'number', 'women', 'dying', 'from', 'abortions', 'the', '1940s', 'that', 'is', 'high']"
1482,notsarc,"['thanks', 'clive', 'youre', 'good', 'sport', 'course', 'cant', 'agree', 'idiot', 'part', 'rash', 'unwise', 'unknowledgeable', 'maybe', 'fools']"
1483,notsarc,"['know', 'think', 'i', 'acting', 'emotional', 'post', 'really', 'hard', 'tell', 'whether', 'someone', 'is', 'emotional', 'forum', 'since', 'it', 'is', 'impersonal', 'i', 'say', 'is', 'posting', 'bible', 'become', 'a', 'mere', 'formality', 'to', 'and', 'the', 'emot']"
1484,notsarc,"['actually', 'really', 'dont', 'depend', 'entertainment', 'industry', 'give', 'realistic', 'picture', 'anything', 'i', 'highly', 'recommend', 'dont', 'either', 'i', 'know', 'gay', 'people', 'knowing', 'gay', 'people']"
1485,notsarc,"['examples', 'shooting', 'people', 'throwing', 'rocks', 'eggs', 'houses', 'that']"
1486,notsarc,"['see', 'lock', 'create', 'doubt', 'ease', 'entry', 'a', 'residence', 'many', 'criminals', 'move', 'door', 'door', 'find', 'one', 'unlocked', 'rather', 'drawing', 'undue', 'attention', 'smashing', 'one']"
1487,notsarc,"['believe', 'bible', 'correct', 'every', 'detail', 'the', 'difference', 'is', 'read', 'choose', 'interpret', 'meaning', 'instance', 'look', 'verse', 'says', 'the', 'earth', 'moved', 'take', 'that', 'to', 'mean', 'that', 'the', 'bible', 'says', 'that', 'the', 'earth', 'not', 'move', 'period', 'i', 'believe', 'that', 'that', 'means', 'that', 'god', 'is', 'powerful', 'enough', 'to', 'keep', 'the', 'earth', 'simply', '``', 'flying', ""''"", 'orbit', 'and', 'rocketing', 'space', 'somewhere', 'yes', 'i', 'proudly', '``', 'cling', ""''"", 'to', 'the', 'idea', 'that', 'a', 'flood', 'covered', 'the', 'mountains', 'i', 'believe', 'fully', 'in', 'the', 'entire', 'bible', 'unlike', 'people', 'and', 'i', 'not', '``', 'pick', 'and', 'choose', ""''"", 'i', 'believe']"
1488,notsarc,"['know', '``', 'point', ""''"", 'wasi', 'also', 'know', 'what', 'actually', 'asked', 'originallyyou', 'asked', ':', '``', 'hey', 'hypocrite', 'you', 'asked', 'many', 'millions', 'dollars', 'every', 'single', 'pro-gay', 'church', 'spends', 'year', 'promoting', 'homosexual', 'causes', 'including', 'gay', 'marriage', 'lobbying', 'federal', 'and', 'state', 'governments', 'directly', 'support', 'of', 'homosexual', 'causesi', 'think', 'still', 'waiting', 'answer']"
1489,notsarc,"['little', 'late', 'uptake', 'herebut', 'the', 'wrong', 'threadim', 'familiar', 'the', 'crime', 'debate', 'areaand', 'is', 'lot', 'crime', 'debated', 'the', 'why', 'with', 'alls', 'and', 'this', 'qualifysa', 'sword', 'rather', 'a', 'gun', 'is']"
1490,notsarc,"['youre', 'debating', 'something', 'longer', 'option', 'youre', 'arguing', 'grounds', 'debunked', 'precedent', 'the', 'previous', 'interpretations', 'of', 'the', 'second', 'amendment', 'somehow', 'still', 'viable', 'well', 'arent', 'anymore', 'arguing', 'old', 'standing', 'is', 'no', 'longer', 'going', 'an', 'option', 'anyone', 'else', 'of', 'previous', 'arguments', 'eliminated', 'the', 'equation', 'time', 'to', 'either', 'evolve', 'to', 'meet', 'the', 'changing', 'landscape', 'or', 'go', 'extinct', 'like', 'the', 'dinosaurs']"
1491,notsarc,"['certainly', 'like', 'makers', 'expelled', 'repeatedly', 'refused', 'publish', 'the', 'interviews', 'full', 'just', 'pz', 'dawkins', 'object', 'to', 'the', 'content', 'of', 'the', 'movie', '--', 'the', 'makers', 'of', 'expelled', 'dont', 'want', 'to', 'able', 'to', 'object', 'in', 'the', 'first', 'place', 'its', 'always', 'favorite', 'argument', 'pz', 'to', 'dangle', 'the', 'head', 'of', 'criticisms', 'the', 'fact', 'that', 'hasnt', 'even', 'seen', 'the', 'movie', 'cant', 'pull', 'that', 'one', 'dawkins', 'anymore', 'to', 'their', 'disadvantage', 'fortunately', 'they', 'managed', 'to', 'spot', 'pz', 'late']"
1492,notsarc,"['terrific', 'breakthrough', 'partner', 'and', 'coveered', 'my', 'companys', 'health', 'insurance', 'and', 'state', 'connecticut', 'honors', 'civil', 'union', 'said', 'i', 'still', 'pay', 'tax', 'my', 'partners', 'health', 'insurance', 'imputed', 'income', 'the', 'federal', 'government', 'refuses', 'to', 'acknowledge', 'our', 'unionso', 'to', 'marriage', 'full', 'and', 'without', 'exceptioncivil', 'unions', 'are', 'enough', 'are', 'treated', 'differently', 'the', 'law']"
1493,notsarc,"['oh', 'boy', 'come', 'anti-religious', 'bigotry', 'rhetoric', 'mentioned', 'one', 'thing', 'religiosity', 'cmon', 'simone', 'lets', 'coddle', 'little', 'bats', 'common', 'sense', 'back', 'belfry', 'of', 'reason', 'supposed', 'roost', 'they', 'didnt', 'need', 'laws', 'back', 'peopel', 'human', 'dignity', 'respect', 'human', 'life', 'and', 'they', 'responded', 'within', 'the', 'realm', 'of', 'decency', 'and', 'basic', 'propriety', 'it', 'shame', 'actually', 'to', 'go']"
1494,notsarc,"['species', 'may', 'die', 'may', 'also', 'evolve', 'new', 'forms-', 'without', 'reproduction', 'possibility', 'continuity', 'even', 'short', 'periods', 'of', 'earth', 'time', 'there', 'is']"
1495,notsarc,"['evidence', 'eyes', 'there', 'is', 'tremendous', 'evidence', 'universe', 'everything', 'in', 'designed', 'even', 'darwin', 'admitted', 'that', 'was', 'the', 'impression', 'the', 'evidence', 'gave', 'course', 'atheist', 'believe', 'differently', 'regardless', 'of', 'absurd', 'the', 'story', 'wasif', 'particles', 'to', 'people', 'was', 'presented', 'as', 'senario', 'instead', 'of', 'science', 'would', 'no', 'argument']"
1496,notsarc,"['memo', 'real', 'nobody', 'ever', 'able', 'disprove', 'handgun', 'control', 'inc', 'the', 'people', 'later', 'became', 'the', 'brady', 'campaign', 'claimed', 'the', 'memo', 'is', 'hoax', 'that', 'released', 'has', 'never', 'been', 'official', 'position', 'however', 'simply', 'stating', 'is', 'different', 'obama', 'making', 'a', 'statement', 'national', 'news', 'and', 'several', 'months', 'later', 'saying', '``', 'never', 'said', 'that', ""''"", 'and', 'trying', 'to', 'reverse', 'positionuntil', 'it', 'proven', 'beyond', 'doubt', 'untrue', 'and', 'simple', 'propaganda', 'the', 'memo', 'is', 'real', 'and', 'explains', 'detail', 'exactly', 'what', 'the', 'gun', 'control', 'groups']"
1497,notsarc,"['exactly', 'saying', 'means', 'i', 'condone', 'big', 'government', 'saving', 'economy', 'by', 'means', 'defense', 'spending', 'anything', 'resembling', 'modern', 'new', 'dealwhat', 'may', 'suprise', 'is', 'that', 'i', 'am', 'afraid', 'people', 'guns', 'especially', 'a', 'large', 'well', 'equiped', 'military', 'a', 'large', 'well', 'equiped', 'military', 'politcal', 'power', 'unto', 'is', 'a', 'large', 'credit', 'professional', 'officer', 'corps', 'that', 'dont', 'have', 'a', 'miitary', 'coup', 'every', 'yearsi', 'wish', 'the', 'rest', 'of', 'our', 'government', 'the', 'discipline', 'i', 'could', 'entertain', 'the', 'idea', 'of', 'socialism', 'the', 'state', 'political', 'power', 'it', 'never', 'gives', 'it', 'back', 'i', 'get', 'flamed', 'i', 'am', 'advocating', 'a', 'military', 'junta', 'form', 'of', 'government', 'the', 'united', 'states']"
1498,notsarc,"['author', 'isnt', 'arguing', 'gun', 'control', 'last', 'indication', 'england', 'taken', 'step', 'the', 'right', 'direction', 'realized', 'that', 'taking', 'guns', 'away', 'everybody', 'isnt', 'the', 'answer', 'crime']"
1499,notsarc,"['perhaps', 'overlooked', 'issue', 'abortion', 'relating', 'crime', 'knows', 'actually', 'aborting', 'future', 'murderers', 'arent', 'you', 'crime', 'prevention']"
1500,notsarc,"['road', 'person', 'mean', 'living', 'humanwhich', 'embryo', 'like', 'human', 'can', 'have', 'person', 'mean', 'the', 'organism']"
1501,notsarc,"['well', 'sounds', 'like', 'dont', 'even', 'know', 'sm', 'seeing', '3rd', 'one', 'is', 'the', 'main', 'one', 'people', 'like', 'you', 'bring', 'debating', 'isse']"
1502,notsarc,"['actually', 'wife', 'discuss', 'evolution', 'time', 'shes', 'evolutionary', 'biologist', 'feel', 'she', 'duty', 'watch', 'the', 'show', 'to', 'stay', 'top', 'the', 'sorts', 'of', 'things', 'said', 'she', 'just', 'low', 'tolerance', 'willful', 'stupidity', 'i', 'totally', 'understand', ':']"
1503,notsarc,"['actually', 'humorous', 'coming', 'absolutely', 'concept', 'you', 'spiritual', 'extra', 'dimension', 'that', 'reality', 'means', 'you', 'words', 'antonia', 'is', 'the', 'epitome', 'of', 'self', 'deceit', 'to', 'lie', 'to', 'oneself', 'who', 'are', 'you', 'define', 'that', 'darkness', 'which', 'is', 'the', 'great', 'lie', 'you', 'represent', 'completely']"
1504,notsarc,"['poster', 'claimed', 'direct', 'evidence', 'evolution', 'observed', 'plain', 'wrong', 'gave', '``', 'new', ""''"", 'body', 'part', 'a', 'tail', 'grasp']"
1505,notsarc,"['actually', 'thing', 'it', 'merely', 'means', 'secular', 'moralist', 'must', 'justify', 'moral', 'codes', 'basis', 'intrinsic', 'rationality', 'real', 'world', 'consequences', 'rather', 'appealing', 'a', 'deity', 'arbitrary', 'authority', 'since', 'the', 'scriptures', 'of', 'the', 'world', 'written', 'people', 'moral', 'authority', 'represents', 'nothing', 'than', 'their', 'personal', 'opinions', 'think', 'their', 'god', 'wants']"
1506,notsarc,"['agreethat', 'pathetic', 'dishonest', 'downright', 'idotic', 'commentary', 'communismsocialism', 'ive', 'ever', 'encountered', 'i', 'hard', 'time', 'believing', 'someone', 'could', 'actually', 'post', 'that', 'a', 'straight', 'face', 'good', 'one', 'comrade', 'brian', ':', 'p', 'waxy']"
1507,notsarc,"['although', 'im', 'keen', 'describing', 'things', 'living', 'fossils', 'term', 'misleading', 'the', 'possibilities', 'implications', 'fascinating', 'id', 'interested', 'see', 'the', 'paper', 'anyone', 'pdf', 'would', 'seem', 'to', 'suggest', 'the', 'origins', 'of', 'this', 'particular', 'molecule', 'go', 'back', 'to', 'the', 'ordovician', 'least', 'prior', 'to', 'the', 'reptilemammal', 'split', 'anyway', 'thought', 'people', 'might', 'be', 'interested', ':']"
1508,notsarc,"['wouldnt', 'altering', 'fundamental', 'universal', 'constants', 'changes', 'wouldnt', 'considering', 'small', 'change', 'small', 'change', 'the', 'universe', 'probably', 'wouldnt', 'exist', 'any', 'form']"
1509,notsarc,"['hardly', 'feel', 'change', 'morality', 'of', 'it', 'it', 'the', 'sole', 'criteria']"
1510,notsarc,"['argument', 'moot', 'iraq', 'population', 'wasnt', 'heavily', 'armed', 'the', 'taliban', 'soldiers']"
1511,notsarc,"['im', 'saying', 'police', 'going', 'abandon', 'the', 'law', 'prohibits', 'you', 'protecting', 'deadly', 'force', 'what', 'defense', 'you', 'somebody', 'decide', 'theyre', 'going', 'to', 'victimize', 'youexactly', 'what', 'kind', 'qualifications', 'are', 'you', 'going', 'declaring', 'nation', '``', 'developed', ""''"", 'if', 'the', 'government', 'is', 'unable', 'to', 'protect', 'you', 'and', 'theyve', 'actually', 'made', 'a', 'crime', 'to', 'try', 'and', 'protect', 'yourself', 'time', 'of', 'need']"
1512,notsarc,"['point', 'criticism', 'people', 'managing', 'numbers', 'of', 'population', 'abortion', 'also', 'addresses', 'the', 'intentional', 'overpopulation', 'the', 'purpose', 'of', 'overwhelming', 'declining', 'populations']"
1513,notsarc,"['fact', 'the', 'truth', 'keep', 'repeating']"
1514,notsarc,"['depends', 'doesnt', 'itwhat', 'looking', 'it', 'it', 'great', 'set', 'stories', 'to', 'derive', 'moral', 'principles', 'of', 'you', 'look', 'it', 'proper', 'light', 'the', 'key', 'is', 'stories', 'a', 'historical', 'point', 'of', 'view', 'it', 'gives', 'insight', 'the', 'culture', 'concepts', 'of', 'early', 'people', 'like', 'anything', 'it', 'is', 'you', 'make', 'of', 'it']"
1515,notsarc,"['never', 'allow', '``', 'people', 'the', 'country', ""''"", 'tell', 'best', 'my', 'life', 'my', 'healthto', 'quote', 'jane', 'austen', 'pride', 'prejudice', ""''"", 'i', 'resolved', 'to', 'act', 'in', 'manner', 'will', 'in', 'my', 'opinion', 'constitute', 'my', 'happiness', 'without', 'reference', 'to', 'or', 'to', 'person', 'wholly', 'unconnected', 'me', ""''""]"
1516,notsarc,"['hospitals', 'biomedical', 'waste', 'incinerate', 'people', 'really', 'this', ""''"", 'imagine', 'buyer', 'is', 'they', 'are', 'breaking', 'many', 'many', 'laws']"
1517,notsarc,"['respect', 'and', 'others', 'dont', 'need', 'book', 'morality']"
1518,notsarc,"['prove', 'existence', 'god', 'definition', 'dwells', 'reality', 'outside', 'similarly', 'can', 'not', 'prove', 'the', 'existence', 'of', 'a', 'flying', 'shoe', 'in', 'hyperspace', 'can', 'i', 'disprove', 'i', 'can', 'prove', 'the', 'flying', 'shoe', 'not', 'exist', 'in', 'our', 'world', 'it', 'exists', 'by', 'definition', 'in', 'hyperspacei', 'can', 'make', 'anything', 'i', 'want', 'say', 'it', 'exists', 'in', 'another', 'universe', 'a', 'round', 'square', 'a', 'colorless', 'green', 'idea', 'that', 'sleeps', 'furiously', 'name', 'it']"
1519,notsarc,"['know', 'peer', 'review', 'process', 'biased', 'anything', 'submitted', 'peer', 'review', 'recognizable', 'name', 'like', 'dembski', 'behe', 'automatically', 'rejected', 'the', 'first', 'word', 'is', 'read', 'the', 'scientific', 'communitys', 'problems', 'big']"
1520,notsarc,"['known', 'anti-gun', 'supporter', 'really', 'surprised', 'presidential', 'choice', 'funny', 'thing', 'you', 'are', 'going', 'get', 'screwed', 'like', 'rest', 'us', 'obama', 'wins', 'might', 'try', 'to', 'take', 'guns', 'away', 'your', 'rights', 'are', 'important', 'to', 'you', 'wont', 'be', 'far', 'behind']"
1521,notsarc,"['im', 'talking', 'woman', 'course', 'the', 'fetus', 'positive', 'right', 'suck', 'nutrients', 'of', 'the', 'womans', 'body']"
1522,notsarc,"['cost', 'worth', 'it', 'is', 'straight', 'couples', 'as', 'it', 'benefit', 'gay', 'couples', 'the', 'ways', 'it', 'will', 'mean', 'better', 'employee', 'health', 'job', 'satisfaction', 'and', 'increased', 'productivity', 'the', 'gay', 'employees', 'just', 'as', 'it', 'will', 'for', 'the', 'straight', 'employees']"
1523,notsarc,"['well', 'said', 'thank', 'clarifing', 'very', 'helpful', '-mosheh', 'thezion']"
1524,notsarc,"['people', 'keep', 'saying', 'thats', 'law', 'texasso', 'im', 'saying', 'the', 'law', 'in', 'new', 'yorkhe', 'broke', 'the', 'law', 'comingnext', 'time', 'dont', 'disrespect', 'the', 'law', 'get', 'licenseim', 'showing', 'the', 'people', 'this', 'board', 'major', 'hypocritesyou', 'suddenly', 'get', 'soft', 'on', 'crime', 'dont', 'like', 'the', 'law']"
1525,notsarc,"['case', 'glacialinterglacial', 'variation', 'co2', 'functions', 'feedback', 'orbital', 'forcing', 'simple', 'basic', 'stuff', 'outlined', 'in', 'chapter', '6', 'of', 'the', 'ar4']"
1526,notsarc,"['brinks', 'plays', 'peoples', 'fears', 'sell', 'security', 'systems', 'dont', 'even', 'work', 'insurance', 'companies', 'play', 'on', 'peoples', 'fears', 'to', 'sell', 'policies']"
1527,notsarc,"['could', 'perhaps', 'define', '``', 'teleology', ""''"", 'you', 'understand', 'say', 'you', 'believe', 'teleology', 'universe']"
1528,notsarc,"['oh', 'quite', 'agree', 'unfortunately', 'everyone', 'able', 'see', 'i', 'admitting', 'to', 'dont', 'it', 'appear', 'that', 'god', 'confirms', 'homosexual', 'prejudices', 'to', 'back', 'traveler', 'however', 'i', 'dont', 'buy', 'closet', 'case', 'answer', 'people', 'who', 'racist', 'arent', 'secretly', 'scared', 'are', 'black', 'equally', 'homophobes', 'arent', 'necessarily', 'closet', 'homosexuals', 'unfortunately', 'such', 'irrational', 'prejudices', 'exist']"
1529,notsarc,"['actually', 'pulled', 'number', 'the', 'air', 'illustrative', 'purposes', 'reading', 'the', 'cbo', 'report', 'i', 'see', 'i', 'wasnt', 'far', 'predicted', '600000', 'gay', 'couples', 'would', 'want', 'get', 'married', 'allowed']"
1530,notsarc,"['forgetting', 'life-without-parole', 'mean', 'without', 'parole', 'life', 'without', 'parole', 'also', 'recidivism']"
1531,notsarc,"['precisely', 'law', 'must', 'needs', 'silent', 'comes', 'women', 'choosing', 'whether', 'to', 'continue', 'pregnanciesemoticonxhoho']"
1532,notsarc,"['ive', 'never', 'heard', 'anyone', 'say', 'guys', 'btw', 'town', '2000', 'people']"
1533,notsarc,"['matthew', 'read', 'fact', 'specific', 'targets', 'mind', 'attacks', 'changes', 'nothing', ';', 'everyone', 'says', 'still', 'applies', 'please', 'please', 'give', 'appproach', 'youre', 'hurting', 'you', 'claim', 'want', 'to', 'help']"
1534,notsarc,"['really', 'transcript', 'shows', 'ask', 'anything', 'the', 'gay', 'marriage', 'section', 'the', 'discussiontranscript', 'found', ':', 'http', ':', 'electionsnytimescom2008pral-debatehtmland', 'here', ':', 'http', ':', 'wwwcnncom2008politics10iptindexhtml', 'click', 'the', 'same-sex', 'benefits', 'section', 'the', 'transcript', 'shows', 'right', 'next', 'the', 'video']"
1535,notsarc,"['actually', 'argument', 'makes', 'sense', 'pesticides', 'used', 'the', 'tobacco', 'crop', 'makes', 'harmful', 'its', 'the', 'chemicals', 'add', 'the', 'tobacco', 'to', 'make', 'the', 'smoke', 'palatable', 'your', 'whole', 'point', 'moot']"
1536,notsarc,"['people', 'entertained', 'always', 'continue', 'entertain', 'beliefs', 'manner', 'propositions', 'many', 'people', 'believed', 'earth', 'flat', ':', 'perhaps', 'still', 'nothing', 'to', 'do', 'scientific', 'truththere', 'is', '``', 'version', ""''"", 'of', 'science', 'that', 'one', 'chooses', 'menu', 'of', 'possibilitiesby', 'definition', 'scientific', 'enquiry', 'arrives', 'hypotheses', 'gathering', 'evidence', 'from', 'observations', 'and', 'experiment', 'law', 'knowledge', 'etc', 'thatis', 'arrived', 'at', 'scientific', 'method', 'is', 'open', 'to', 'modification', 'falsification', 'new', 'evidence', 'comes', 'to', 'light', 'that', 'must', 'taken', 'account', 'all', 'science', 'in', 'this', 'sense', 'is', 'provisionalthe', 'apostles', 'may', 'have', 'believed', 'that', 'jesus', 'walked', 'water', ':', 'that', 'notmake', 'true']"
1537,notsarc,"['believe', 'large', 'majority', 'deaths', 'occur', 'among', 'inner', 'city', 'kids', 'dont', 'know', 'anything', 'guns', 'except', 'see', 'tv', 'movies']"
1538,notsarc,"['im', 'going', 'consider', 'dr', 'tiller', 'pillar', 'society', 'im', 'certainly', 'not', 'going', 'to', 'condone', 'murder']"
1539,notsarc,"['view', 'sacred', 'presents', 'greater', 'potential', 'harm', 'people', 'sometimes', 'to', 'take', 'a', 'disposable', 'view', 'things', 'consider', 'unimportant', 'to', 'view', 'humanity', 'as', 'sacred', 'helps', 'protect', 'humanity']"
1540,notsarc,"['problem', 'explained', 'i', 'show', 'inconsistency', 'order', 'to', 'reject', 'validity', 'the', 'claims', 'in', 'the', 'bible', 'as', 'undeniable', 'truth', 'the', 'bible', 'thats', 'damn', 'easy', 'to']"
1541,notsarc,"['show', 'healthcare', 'found', 'constitution', 'guaranteed', 'right', 'saying', 'doesnt', 'cut', 'way', 'a', 'nation', 'laws']"
1542,notsarc,"['faith', ':', 'killing', 'george', 'tiller', ':', '``', 'pro-life', ""''"", 'murder', '-', 'susan', 'brooks', 'thistlethwaite', 'murder', 'murder', 'abortion', 'is', 'steal', 'a', 'phrase', 'rabbi', 'arthur', 'waskow', ':']"
1543,notsarc,"['``', 'cave', 'men', ""''"", 'leave', 'hieroglyphs', 'unless', 'want', 'call', 'ancient', 'egyptians', 'cave', 'men', 'first', 'drawings', 'caves', 'found', 'marcelino', 'sanz', 'de', 'sautuola', 'in', '1879']"
1544,notsarc,"['actually', 'dont', 'ask', 'idea', 'occurred', 'i', 'mentioned', 'darwin', 'suggested', 'im', 'sure', 'the', 'rese', 'paragraph', 'means']"
1545,notsarc,"['get', 'away', 'quoting', '5', 'year', 'old', 'posts', 'seriously', 'dont', 'take', 'time', 'actually', 'read', 'the', 'thread', 'respond', 'to', 'post']"
1546,notsarc,"['actually', '14', 'billion', 'years', 'hovind', 'claiming', 'science']"
1547,notsarc,"['anti-abortionists', 'claim', 'load', 'many', 'issues', 'dont', 'listen', 'to', 'put', 'the', '``', 'life', ""''"", 'of', 'unfertilized', 'egg', 'of', 'a', 'person', 'grotesquely', 'sick', 'imo', 'i', 'support', 'stem', 'cell', 'research', 'wholeheartedly']"
1548,notsarc,"['yes', 'yes', 'covered', 'wells', 'previous', 'book', 'icons', 'evolution', 'refuted', 'numerous', 'times', 'even', 'this', 'forum', 'see', 'thorough', 'debunking']"
1549,notsarc,"['incorrect', 'statement', 'viability', 'seems', 'topic', 'that', 'gets', 'little', 'mention', 'humanity', 'consciousness', 'personhood', 'sentience', 'etc', 'extremely', 'debatable', 'demonstrated', 'sometimes', 'ad', 'nauseam', 'viability', 'outside', 'another', 'human', 'is', 'clearly', 'distinct', 'difference', 'a', 'zygote', 'a', 'new-born', 'baby']"
1550,notsarc,"['others', 'pointed', 'misconception', 'little', 'doubt', 'great', 'majority', 'pro-choice', 'people', 'quite', 'positive', 'wanted', 'pregnancies', 'i', 'suspect', 'that', 'this', 'misconseption', 'comes', 'the', 'fact', 'that', 'almost', 'abortion', 'discussions', 'are', 'about', 'pregnancies', 'that', 'are', 'wanted', 'pregnancies', 'that', 'are', 'wanted', 'are', 'almost', 'never', 'discussed', 'since', 'are', 'not', 'relevant', 'abortion', 'debate', 'all', 'would', 'want', 'to', 'abort', 'a', 'fetus', 'they', 'wanted', 'to', 'pregnant', 'have', 'a', 'baby', 'excluding', 'rare', 'cases', 'of', 'risk', 'of', 'mothers', 'death', 'severely', 'deformed', 'fetus', 'etc']"
1551,notsarc,"['abortions', 'perpetrated', '``', 'birth', 'control', ""''"", 'outlawed']"
1552,notsarc,"['amen', 'mekayla', 'welcome', 'forum', 'prepare', 'the', 'ensuing', 'hate', 'speech', 'sure', 'to', 'come', 'the', 'pro', 'death', 'and', 'infanticide', 'advocates', 'sure', 'to', 'attack', 'for', 'daring', 'to', 'share', 'common', 'sense', 'and', 'compassionate', 'opinion', 'emoticonxangel']"
1553,notsarc,"['dunno', 'possibly', 'know', 'that', 'afflicted', 'add', 'unusual', 'structures', 'brains', 'last', 'i', 'heard', 'they', 'investigating', 'causality', 'homosexuality', 'with', 'developmental', 'deficencies', 'in', 'the', 'brain', 'the', 'jury', 'yet']"
1554,notsarc,"['stats', 'come', 'john', 'lott', 'wasnt', 'the', 'one', 'got', 'caught', 'making', 'statistics', 'impersonated', 'woman', 'three', 'years', 'support', 'the', 'pro-gun', 'cause', 'http', ':', 'articleslatimescom2006mayonoe-wiener31http', ':', 'whoismaryroshcoma', 'bizarre', 'individual', 'who', 'dont', 'think', 'trusted']"
1555,notsarc,"['yes', 'think', 'missed', 'point', 'i', 'stated', 'remember', 'prohabition', 'people', 'actually', 'drank', 'alchohal', 'without', 'ban', 'law', 'abiding', 'citizens', 'criminals', 'a', 'ban', 'will', 'criminals']"
1556,notsarc,"[':', 'like', 'think', 'im', 'assuming', 'refer', 'to', 'council', 'tax', 'meant', 'to', 'community', 'services', 'like', 'rubbish', 'collection', 'fire', 'protection', 'etc', 'i', 'agree', 'i', 'dont', 'think', 'get', 'value', 'for', 'money', 'but', 'isnt', 'tax', 'actually', 'owning', 'property', 'you', 'pay', 'you', 'rent']"
1557,notsarc,"['maintenance', 'the', 'integrity', 'of', 'the', 'code', 'dependent', 'selection', 'dependent', 'on', 'internal', 'variables', 'feedback', 'system', 'maintaining', 'functional', 'integrity', 'showing', 'another', 'form', 'of', 'optimalityin', 'article', '10', ':', 'fascinating', 'research', 'conducted', 'whereby', 'sundry', 'of', 'different', 'unnatural', 'amino', 'acids', 'novel', 'three', 'four', 'base', 'codons', 'selectively', 'incorporated', 'engineered', 'proteins', 'yielding', 'viable', 'organismsan', 'intriguing', 'question', 'arises', 'research', 'is', 'easy', 'imagine', 'to', 'arise', 'chance', 'and', 'selection', 'eg', 'amino', 'acids', 'with', 'photoaffinity', 'and', 'incorporated', 'into', 'the', 'standard', 'code', 'yet', 'the', 'code', 'seems', 'to', 'remain', 'stagnant', 'for', 'billions', 'of', 'year', 'fixation', 'little', 'evolution', 'happened', 'the', 'code', 'it', 'arrive', 'a', 'global', 'optimum', 'in', 'a', 'pre-existing', 'fitness', 'landscape', 'with', 'a', 'pre-existing', 'fitness', 'functionfinally', 'article', '11', ':', 'the', 'article', 'cites', 'many', 'of', 'the', 'optimal', 'properties', 'and', 'concludes', ':']"
1558,notsarc,"['exactly', 'change', 'moth', 'color', 'due', 'natural', 'selection', 'was', 'first', 'posed', 'in', '1896', 'jw', 'tutt', 'the', 'funny', 'thing', 'that', 'pollution', 'increased', 'the', 'moths', 'turned', 'black', 'as', 'the', 'pollution', 'was', 'cleaned', 'turned', 'white', 'carbonaria', 'become', 'pretty', 'scarce']"
1559,notsarc,"['disappointing', 'would', 'continue', 'mistake', 'said', 'that', 'god', 'is', 'knowable', 'unknowable', 'you', 'simply', 'think', 'that', 'equates', 'thing', 'and', 'thus', 'you', 'argue', 'you', 'believe', 'i', 'say', 'rather', 'what', 'i', 'said']"
1560,notsarc,"['demographics', 'plays', 'role', 'explain', 'away', 'whole', 'shift', 'the', 'numbers']"
