,class,text
1755,notsarc,"The article continues to comment that this mechanism serves as a mechanism tailored for evolution? Irrespective of its origins, somehow, life utilizes evolution FOR evolution.
 
 B. Convergence
 As seen in the docking simulation, the solutions all converg"
1756,notsarc,I see what she was saying now. When she said it it sounded like the man had no opinion at all.
1757,notsarc,"first of all, the claim is that random changes in molecules do not produce bodiliy structures. Proteins are molecules and are thus not what I was referring to. Second, there are no new enzymes or new proteins produced by any mutations...and not only that but none of those mutations have been shown to be random. So for all the billions of bodily structures in the world, ToE cannot account for even ONE of them."
1758,notsarc,"It seems to be the reason for crafting this new, individual right against the States. Since the original purpose of the Second Amendment doesn't appear to be needed, there is a new use that is protected."
1759,notsarc,"But it is based on history. There is plenty of history showing that women had illegal abortions. Or, if their families had money. went to Costa Rica or Britain to have a legal one in those countries.Women died or had severe medical emergencies due to illegal abortions. Doctors and nurses were prosecuted for providing these services."
1760,notsarc,"I see the similarity with the original scripture, in which Jesus was recognizing the authority of both God and Caesar in the world. However, Jesus was talking about the political power in the world. Jesus called the academics of his day, vipers and hypocrits, because they pretended to be holy but were evil. He called the wisest of men fools, because they did not believe in God. Also, as I stated before, truth should be the ultimate goal. I do not fear science. I do not see any truth that science may happen to reveal as a threat to faith. Why? Because God is Truth. Jesus said, ""And the truth shall set you free""!!! "
1761,notsarc,"Really Brady. It is widely recognized that Mr. Heston gave away a very promising film career in order to take such an unpopular stand at that time. In fact he worked very little in films after that. I think the above statement was a political one, an anti-gun one, without much fact to back it up.I don't think a man of such principle changes his mind when all he actually work to accomplish comes to pass. But you can push your poison just as far as you want to. You have a first Amendment right to do so. Mr. Heston would have wanted it that way!"
1762,notsarc,Just because it doesn't make it into press doesn't mean that normal self-defense doesn't occur and is illegal.
1763,notsarc,"For me, this is like the idea that the speed of light was once very fast and has now slowed down. Both ideas indirectly call god a liar. This is bad. If all of our experiments show the Earth is 4.5 billion years old, then that is how old it is. If the Bible says something different, then either God meant Genesis for peoples past and now uses scientists to explain things better (though I am uncomfortable with this idea as many scientists are atheists), or our puny minds, compared with God's, haven't yet worked out how Genesis and an old Earth tie together."
1764,notsarc,But your new language would be meaningless. The definition of a circle or a square does not vary from language to language. Mathematical definitions are not matters of opinion but quite precise descriptions so that all mathematicians will understand what is meant when the term is used. The words may change but the meaning doesn't. Math is not opinion. It is not my opinion that a triangle has three angles. That is a matter of definition.Apparently Habbit doesn't understand that substituting the words of another language does not change the concept. That sort of argument is basically ignorant XXXX.
1765,notsarc,"And that is meaningless babble. Evolution is a process that has been observed whether you like it or not. It is not a moral statement nor is it a statement of faith. It does not deal with government, laws or culture. Whining about it won't change it."
1766,notsarc,"I think they are doing it out of fear. They see the moral decline in America and they have latched onto the GLBT Community as their scapegoat. Since it's no longer PC To attack African-Americans for their obvious differences, it's not PC to go after other religions (especially Judaism - not that it actually stops pure hate groups from doing it) they have decided that attacking a group of people which are sexually different should be the way to go.I mean, their religion tells them that premarital sex is bad and wrong. Even though there is a multi-billion dollar industry based around HETEROSEXUAL sex, they actually depend on that money too much to bite the hand that feeds them. Insted, they attack a group that has not legal rights to marriage let alone little legal standing as far as individual rights. It's easier that way."
1767,notsarc,"Huh? With a 26"" barrel the .50 is good out to 2100 yards. With the 29 or 36 that increases to 2500, but the world record sniper shot was made with a .50 BMG and it was 2657 (1.51 miles)."
1768,notsarc,If the woman wants one than yes to all three.
1769,notsarc,Nope. Not the parts that are taught in high school. The conjecture is mostly at the molecular level these days.
1770,notsarc,"Do some research. People collect functional tanks and aircraft. Did you ever hear of the Confederate Air Force? They restore and fly military aircraft. As for tanks, there are many web sites that promote collecting tanks and other military vehicles. And people shoot laws rockets. They just do not shoot live HE rounds. It is a little expensive."
1771,notsarc,Obviously that is the case. We cannot simply say that a certain God exists and have it be so.
1772,notsarc,"Well, the type of atheism you are talking about here requires faith.If you say ""I know there is no god,"" this statement requires faith.You have not observed anything that would lead you to reason or deduce that there must not be a god. The presence of religion has nothing to do with this faith and it's not a religion, just a gross assumption with no ""proof."""
1773,notsarc,"Yes, I mean the couple who was wrongly accused of being Russian spies in the 50's and then exicuted. This was stupid for at least two reasons. One, they weren't spies. Back about 5 years ago, they had a family member come out and say that they testified wrongly against them. Second, the whole idea of the Russian threat was some paronoid fantasy by this one guy named McCarthy who was an idiot and a big fraidy cat. Because of his loonicy, too many people lost jobs wrongfully (and lives) and made an entire nation of scared citizens even more frightened.Besides, the Russians were never really a threat to us in the first place. They were more of a threat to themselves."
1774,notsarc,"The mechanism, according to biologists, is a random mutation that would usually not reproduce much, but reproduces when the rest of the bacteria are removed. The mutation becomes a standard gene at this point."
1775,notsarc,"Actually science is not sure whether expansion will continue indefineitely, whether it will stop and remain stable, or whether it will collapse. Last I heard collapse was not given good odds. Hovind is probably behind the curve here."
1776,notsarc,"Actually, Galileo wasn't killed. He was sentenced to house arrest. And his sin was in declaring that the earth moved since the Bible states that the earth doesn't move."
1777,notsarc,"And we know this how? You complain about the 90% figure being erroneous and then make an unsupported statement like this?Furthermore, if Mexico is making an earnest attempt to smash the cartels and we're financing it in part, wouldn't we want to help reduce the weapons traffic flowing south into the cartel's arsenals?"
1778,notsarc,I know we know a great deal but even if it is from a taxonomy point of view I still don't think there is conclusive evidence.
1779,notsarc,"I love Jesus
 John the Beloved is my most favorite writer throughout time
 
 If you think I have a problem with a follower of Jesus your wrong. I have a problem with the Christians"
1780,notsarc,"I'd agree..... faith is a ""leap in the dark"" (or whatever similiar phrase we care to use) on at least some level, there is always an element of the intangible there.I know Christians who have described there faith to me in such terms before.. sounds quite reasonable to me."
1781,notsarc,"An independant perspective doesn't make it a good thing. Politicians that propose anti-gun legislation don't have to live in the real world with those of us that the bill will affect, they shouldn't be allowed to propose it."
1782,notsarc,"--------------------------------------------------------------------------
 I do not believe that the supreme court adressed the the problem of convicted fellons having the death penelty reduced to life in prison and going on to kill in prison."
1783,notsarc,"Here is what fascinates me about the judgmental criticism you offer of my opinion. In typical fashion you make claims which you don't support at all. Here is my post below, point out WITH EVIDENCE!!! what I am distorting in any way; especially that which I hold dear. In other words, write a cogent and rational post which makes sense when applied to the quoted post it intends to attack. emoticonXDonno"
1784,notsarc,"Funny. That's not what the articles say. All of the articles pretty much concentrate on the research as significant in support of the dinosaur/bird link. If you had been paying attention, you would have been aware that it had been previously established through other tests that protein remnants were present. Thus, the amazement that protein remnants so old had been found had already passed."
1785,notsarc,"of course. But not as scientific theory. Some people believe that the Holocaust didn't happen, you want to teach that as a scientific theory?"
1786,notsarc,"Well, I wasn't an fortunate as you. It took me a few years to see through the fairy tale of evolution and see that God was the only true creator. However, that is a whole 'nother topic."
1787,notsarc,"You're obviously an Obama supporter, they're the only people who wouldn't be upset at his abusive tactics of threatening lawsuits against anyone that runs unfavorable ads against him, thus showing that he doesn't support the First Amendment."
1788,notsarc,"So far as I am aware, nobody but you believes this to be the case."
1789,notsarc,"So please tell me who would be the actual criminals if the Government violated the Supreme Law of the Land and made all guns illegal?But I do thank you for proving that there are people out there who want them all, despite The Bill of Rights says and what the Supreme Court proved was the correct meaning!"
1790,notsarc,"Ah, you've engaged in the grammarian nitpick function of debate. Sad, but predictable. 
 
 Obviously, I was discussing the entire article, which is making that argument. It is generally bad form to quote an entire post when it reaches such length."
1791,notsarc,"Some theists are willing to ignore such discussions. It has nothing to do with whether God exists. As previously stated, this thread topic is meaningless because of our inequality to God and the illogicalness of the question. We do not and will never understand Him totally."
1792,notsarc,"Actually our school's Gay-Straight Aliance held a day of silence to show respect for gays who have had to live in silence. They asked the teachers to respect the people in their day of silence and not force them to talk. I think most teachers didn't force students to talk. Unfortunately, some just spoke in sign language for fun and said they were doing it as part of the day of silence."
1793,notsarc,"And why do you say that in ancient times that atheists were people who believed in 'God(s), but didn't belive in intervention) (a.k.a Deists).
 
 Why do you think that people who didn't believe in god exist?"
1794,notsarc,"In some cases yes, in others no. If the mutation gives a huge advantage, then there will be a decline in the size of the gene pool for a while (eg when the Australian rabbit population was reduced form 500 million to 100 million by myxomatosis, the gene pool strunk as a result and the genetic ""mutation"" that gave increased resistance spread throughout the whole population as a result). Most of the time though single mutations do not have such a huge advantage and so genetic variation is maintained."
1795,notsarc,"So you refuse to engage in an informal debate on the topic, but you all of a sudden are itchin' for a formal debate? How about you make the challenge?"
1796,notsarc,"A perfect example of why Christian fundamentalismm and evolution can't co-exist. If God is wrong, then the Bible is wrong. Evolution contradicts the Bible, plain and simple."
1797,notsarc,It doesn't matter whether it is religous or not. The odds of anyboy being fired over such a thing are slim to none. Morning after pills can not possibly make up eough of any given pharmacys revenue to make it worth the expense of replacing a skilled employee.
1798,notsarc,"Well, many have argued that if you don't except a literal Genesis, you're damned. Perhaps not in this particular thread, but the arguments are esentially the same. I believe that the theological implications of that position are fair game for discussing the validity of creationism."
1799,notsarc,"Most of them happening in the inner cities of Illinois, New York and California - states where the restricted access of firearms is supposedly designed to keep acts like these from happening.   Who's the real traitor in this case; Obama for not passing your gun control package? Or the black guys that feel the need to kill their fellow black men for whatever reason motivates them?"
1800,notsarc,In a situation where you have to pick who dies there is no winner. You default to some standard which can be the highest chance of living (save the life you can). Lucky this rarely happens...if ever (normally both will die in this kind of scenario).
1801,notsarc,"I see, when you say ""I'm not an expert"" do you mean you aren't a climate scientist or do you mean you don't have the scientific knowledge to discuss this?"
1802,notsarc,Butwhat of the fetus/babies that were wanted by daddy but not by mummy what does termination stop then?
1803,notsarc,"So were the officers on the front lines of the Mumbai massacre. But they didn't shoot back, they hid like cowards. They let people get killed for no good reason."
1804,notsarc,"Yeah, back in the Late 60, because The Black Panther Party was publicly armed, and had publicly advocated Offing the Pigs, our law makers granted the police the law that said it was illegal for anyone to transport any firearm within Ohio. They did it with the understanding that they would not abuse the privilege that was granted for their protection. Well, 40 years went by, and new officers seeing this law on the books started enforcing it. After all, why not, It is the law, and their is no excuse for the law! Period!   Well, Ohioans for Concealed Carry and a bunch of others, decided enough was enough, and contacted Ohio law makers who took it off the books because it wasn't being used, as agreed upon!"
1805,notsarc,"It is the desire of your heart that is the sin. If you do not feel that having an abortion was wrong then asking God for forgiveness is doing nothing but insulting him. All you say is that ""I know it is wrong but I'd rather do it my way"". Not a wise stance if you believe in God."
1806,notsarc,"As I pointed out, you don't understand what either evolution or natural selection are. Evolution is a change in the relative frequencies in inheritable characteristics in a population over generations. If the number of long haired animals became more frequent in the population, then evolution has occurred. Natural selection may (or may not) be the mechanism that caused the change."
1807,notsarc,"And this is merely another piece of evidence that Sport's a XXXXX.   How about the simplistic explanation that people and other organisms have inhabitated the area since the Dinosaurs died?   If you bothered to read your own article:   Really if this is another one of your fresh organic sample = age of decades of time capsule because they were both on top of the ground, you're officially delusional.   Except the picture of the human remains are clearly NOT fossilized"
1808,notsarc,yeah but they also might not care! i mean they might have a gun themselves!
1809,notsarc,"Bad guy vs bad guy is included to be sure but remember, 43% of the people in the study had no criminal record."
1810,notsarc,"And as their populations grew over thousands of years, civilizations seperate out and independent nations form, laws are set up, and some prosper while others wallow in poverty, how long do you think it will take until people begin to kill each other on your peaceful planets? Nice dream, but real life does not work like that."
1811,notsarc,"Would make, that is. However, not all members of the population are able to breed.   Should we make this a thread for posting examples of natural selection? That might be fun.   An example: rats are often a problem. The solution? Introduce rat poison.   Unfortunately, some rats are immune to the poison. You should have guessed it- those rats reproduce, and the others don't (as much).   Another: elephants use their tusks on predators and for ritual purposes (attracting mates). Some elephants lack tusks or have shorter tusks.   However, when poachers kill the elephants with the biggest tusks, the elephants with smaller tusks (or no tusks) reproduce more."
1812,notsarc,"Yes, you are missing something. How come age doesn't start at conception? How come when babies are born they aren't 9 months old instead of, well, seconds old."
1813,notsarc,"But again, that requires a YEC to contradict their belief in the flood. As earlier stated, previous YECs have gone into the field, looked at the data and evidence and abandoned YEC as it makes absolutely no sense. YEC 'science' is not used in hydrocarbon production."
1814,notsarc,"No - but then the feral child illustration was intended to highlight the significance of human social 'DNA' to humans, not to imply that it can civilize any old species.   However, you raise a good point which I can turn to my advantage: let's replace the dogs in your reversed scenario with, say, chimps. Can they learn table manners and use silverware, learn to use the toilet or bathe themselves? Yes. I've seen a bonobo prepare a boil-in-the-bag meal. I consider my point concerning the role of social DNA in distinguishing human from animal pretty much made"
1815,notsarc,"That's not evolution. Life has evolved in the lab, many times."
1816,notsarc,NO I mean every word of what I type. If they institute these rules I will back off gay claim to marriage and accept that marriage is about children.   As long as they continue to let 70 and 80 year olds get married marriage is not about children and there is no reason to exclude gay people.   I would also add one more lisencing rule   8 No one may have children with out a marriage lisence.
1817,notsarc,"Then you are probably a bit older than I. My mother was 45 in 1963, the year I entered the Army. My mother will be 86 next month and we have a party planned with her older sister, nieces, grand nephews, grandchildren, and great grand children.   I am so sorry for your early loss. My father died at 73 from complications after a ""successful"" surgery. It was still difficult."
1818,notsarc,"Yes. The US Constitution is secularist, but it's not atheistic."
1819,notsarc,"And he's out!   By the way, why did you say ""strike III"" and not ""strike 3""?"
1820,notsarc,"Sucide? Isn't that a mental health issue? If you take a gun from a sucidal and depressed person, does that cure depression?   If it does that you have addressed the root cause of sucide.   If it does not than you really have not done anything to cure the fundamental cause of sucide."
1821,notsarc,"I have posted responses to Demon38's earlier post. I have offered DNA findings as evidence to begin with. It is not my evidence, but scientific evidence. That is the only evidence that I will provide in this discussion. I think there is ample evidence to cause scientists to rethink their theories, evidence that they do not want to accept because it puts certain hypothesis they have advanced in a poor light."
1822,notsarc,Nothing.... they both have to live with the shame of killing their baby.
1823,notsarc,Why not? Why shouldn't they be given at least closer to equal weight? The baby is going to be as real and genuine of a person as the mother; the only difference is that the baby is a few years behind. You're talking about a difference of time.
1824,notsarc,"So suddenly, being supervised by not one, but two law-abiding qualified (in one case an instructor!) adults is not safe? Who administered the training and qualifications of the instructor? Who drew up the regulations which allowed this to happen? Who pays lip service to ""safety"" in the use of their deadly toys?   We constantly hear that only criminals with guns are a threat, and the law-abiding gun owner is a paragon of rational safe behaviour. This is all too obviously not so."
1825,notsarc,"You are correct, it was a typo.   It is now apparent to me the purpose of basically all your previous posts. So, I will build the causal linkage from my own words instead of adapting from yours, which are inevitably wrought with loopholes.   1. Any action that knowingly and significantly raises the chances of a person's untimely demise is cruel.   2. The act of abortion knowingly and significantly raises the chances of a person's untimely demise.   3. If there is any known chance of abortion at the time of conception, then it significantly raises the chances of a person's untimely demise.   4. Any known chance of abortion at the time of conception is cruel.   5. Abortion is cruel."
1826,notsarc,"I see you are on form today BradleyHarris, that is another very good post, and it certainly (for me at least) shed light on Nu Leaders line of reasoning.   The point on the second law of thermodynamics is interesting. By invoking it as supporting evidence it can be seen to justify the belief on one hand, but also work against it on the other. This also shows a certain expectation on the part of the observer- chances are this line of reasoning is quiet ""safe"" as we are unlikely (my opinion) to encounter sentient aliens for sometime."
1827,notsarc,And your point was demonstrated to be specious using your own source. To contain strawmen even as you claimed it to be a strawman.
1828,notsarc,"Very true, especially since when someone asks ""is there a God"" they are most likely really asking ""does the God in which I believe exist"""
1829,notsarc,Wrong and right.   Evolution is both a verified phenomenon and a biological Theory.
1830,notsarc,"My outburst was meant to show that even a seven year bombardment of religious propaganda can be ineffective if no reasons whatever are advanced for reaching the conclusions that the theists desire. Theology is a bogus ""study"" of infinite pretensions and of an unknowable ""reality"". Yet I wouldn't describe atheism as a religion: essentially it's a disbelief in the existence of God because there is no good reason for doing so and there are good reasons not to."
1831,notsarc,"so if for instance enough people think that to exterminate the Jews is good, then it has to be good? the rule of the mob rules right?"
1832,notsarc,Actually it uses thymine. Tyrosine is an amino acid.   I'm not sure but I'm sure that someone is.   But the glory of the internet doth provide:   http://www.madsci.org/posts/archives...4206.Bc.r.html
1833,notsarc,I wish you could put your hands on that poll as well. Until then I'll remain skeptical. Let's remember that Democrats and liberals hunt. Remove that group and what's left? Something less than 20% of Americans that own only handguns.
1834,notsarc,"You do have a problem with this person defending himself or you would not be attacking him. Fear made him do this. The fear was created in him by the buglers.   You want unarmed passengers to attack armed terrorists on airplanes, but you have a problem with a home owner killing buglers."
1835,notsarc,"Apparently not.   I live in Utah and every public school has a building on the grounds called the seminary.   In seminary class they teach of all things the book of Mormon.   A Mormon is basically a financial Christian with a whole other book of incredibly stupid poop in it.   These Mormons are as lost a people as you will ever find, totally immersed in a cult fantasy world.   So its not surprising."
1836,notsarc,"You mean Intelligent Design, and straight forward logical, rational, common sense arguments that require reason to move to the next step, instead of ideological consensus... huh? go figure... Proponents of ID usually don't argue religiosity or scripture, they let the empirical evidence prove it, funny... that is what true science has always done. Verify the obvious, not ignore it in favor of some mindless postulations [oddly] convenient to how someone wants to live their life; amazing how that works out..."
1837,notsarc,"Hello, unkerpaulie.   If the chimpanzee (or ancestral chimp) found itself in the savannah environment in which Homo erectus (skull H) lived, then, yes, H. erectus would be better able to survive than the chimp. On the other hand, if you put an individual erectus in the forest environment in which the chimp survived, probably the chimp would be better adapted."
1838,notsarc,"Well, then. They're not TROO christians. Just ask a certain poster on this board. When I told this certain poster that I have known several clergymen from several Christian denominations who accepted evolutionary theory, that's what he told me.   That certain poster and others would rather claim Newton, who was an arian, as a christian rather than clergymen who accept the divinity of Christ. Those clergy just understand both science and religion better."
1839,notsarc,"Misunderstanding or misrepresentation? Biologists and geneticists do not claim that DNA is isolated from the environment. We are well aware that the environment can cause mutations under many conditions (cosmic radiation, x-ray, etc.). What is denied is that mutations are environmentally directed - in other words, exposure to cosmic radiation will not cause a mutation that will make the organism resistant to cosmic radiation. The mutations will be random.   On the other hand, natural selection IS, by definition, the response of populations to their environment. The environment has been shown to have effects on DNA, i.e., the genome of the population."
1840,notsarc,"I think you are misinterpreting what I am saying. For example, we would still exist without a lung or a heart if that lung or heart were replaced by artificial lungs or hearts. Indeed, if you push things to the extreme case (and, granted, this is going into the science fiction realm but it proves a point), if we could artificially keep our functioning brains alive and functioning on their own (without a body), then ""we"" would still exist as long as the brain's function involved all the mental processes related to our mental existence. That existence would just be pretty dismal without any sensory inputs or freedom of motion (unless they were supplied artificially).   That is what I am heading at. What are we at our very core?   I don't see how you logically derive this conclusion from what I said. Can you elaborate?"
1841,notsarc,And that is different how? I told johnny to write that I'm infallible. Therefore the book that I told johnny to write proves I'm infallible. There is no difference.   You do realize that there are other religions out there? That science is constantly updating?   Your arguments have been nothing more then false dichotomies assuming there are only two choices despite history laughing in your face.
1842,notsarc,Does the sexual orientation of the would-be single parent even come up?
1843,notsarc,"In that case, your idea is already falsified, because there are too many intermediate fossils to count."
1844,notsarc,But we have an enumerated Constitutional RKBA. Apples to oranges.
1845,notsarc,"You are arguing from US law, I am arguing from Australian law. I think I needed to state this at the beginning.   I have not heard of a US court case where a woman sued a hospital for bringing her back to life 'against her will'. Though in America, anything is possible   The oath of a doctor is to save a life. A woman who OD'ed would need to be saved."
1846,notsarc,But just try and remove them from those that think we do and you will have a war on your hands. It's too bad we didn't become more like Canada is respect to gun ownership. A lot more people would be alive today and others not sitting in prison for crimes they commited.
1847,notsarc,But science classes are for teaching science and ID has not shown that it is science. There is no evidence and no research has been done yet. It has been around for more than a dozen years and we are still waiting for any actual research to be done.
1848,notsarc,You stand up for women..   I stand up for the child who has no choice   Who's being descrimatory here?
1849,notsarc,"But the embryo is a mere clump of flesh inside of a woman's body. Science proves it. It has no sign of intelligence, it is merely cells at this stage. Therefore, it cannot be referred to as another person, or neighbor, and is no where near comparable to a human. Choices that harm another should be illegal, but choices regarding your own personal liberty and freedom should be made by the individual. Not the government."
1850,notsarc,"While the current cannon was 'accepted' by the late second century, there were numerous other 'gospels' that existed by then, and were eliminated at the 4th century time frame. Most of those copies were destroyed, but some have been unearthed."
1851,notsarc,This is poor example. Focusing on saving lives over burying the dead doesn't do anything to trump personal autonomy.
1852,notsarc,"The difference, Eddie is simply this. If the Constitution needs to be changed, the founders instigated a means to do so. Said means is doubly hard as to make sure what is done, has been given much thought and study. The plan afoot today by the Gun Grabbers is to incrementally usurp the rights of free men, until, the fait accompli has been established. If the Right to Keep and Bear Arms, or any of the other rights guaranteed by the Constitution are to be abridged, they must ne done so by legal means, i.e. constitutional amendment."
1853,notsarc,"1) ""false impression by stating that a Christian Pastor believes that bigotry blocked Gay Marriage.""   2) ""Had the title said, pro-gay pastor believes bigotry blocked gay marriage""   The only difference here being that you would want to label him as ""pro-gay"" and exclude ""Christian"".   By the same token, should we remove ""Christian"" and replace it ""anti-gay"" from any pastor that speaks against homosexuality?   Naw. Of course not.   There is nothing dishonest about acknowledging he is a Christian.   His statements should make it clear that he is pro-gay.   Your dispute is pointless..."
1854,notsarc,"Theres a book my mom has called ""The trouble with Islam"" by some lady. I don't know her name, but it looks like it may bee a good book for you."
1855,notsarc,"That crime fighting tool senario you just described is REALLY REALLY spooky. They way our justice system works is: 1) crime is commited 2) suspects are considered 3) evidence against one suspect builds and is arrested 4) suspect is given a fair trial with all the evidence present to a judge and jurry.   In our system of justice, collection of evidence is PROHIBITED by the 4th Amendment without probable cause. There is no crime, thus no exuse to collect evidence. Citizens are also protected by giving any evidence against thier will by the 5th Amendment. This collected evidence will be used against suspects without thier permission. The crime fighting tool you just described violates 2 rights in one sweep. That is a very scary power given to police."
1856,notsarc,"I disagree, I need you to show me what part of reason is BASED on faith of a rational creator, based on evidence (includes things that are self-evident). Unless you want me to accept your claim on faith!!   -Mach"
1857,notsarc,But we weren't discussing either monkies or hell. One can only wonder at your thought processes that makes such irrelevant and disconnected thoughts pop up.
1858,notsarc,"You are missing the entire point (again). Why do you feel ashamed? Because you know that what you did is bad. I have heard from a great Australian war hero, one of our remaining ANZACs soliders (recently passed away I think) that we he stabbed the enemy soldier with the spike thing on the end of their gun (WWI era) and he saw him die that it was ""the worst feeling that a human can possibly endure"". He said that that image will haunt him for the rest of his life. He knows that he did something wrong, but it was a war, and unfortuantely that kind of thing will happen. You are way off the plot. But let us continue."
1859,notsarc,"So you would go with the unknowable argument?   Well then this is applicable to your response:   So now you have said that god is undefinable or often said ""supernatural"".   T:I believe in God   A:What is God?   T:I dont know.   Then my question to you would be that if you dont know what God is... then what is it that you believe in?"
1860,notsarc,"The question is: To what degree do wars cull out particular genes as opposed to ideas? Another thing to consider is not who is getting killed, but who is being born. Unless, something is done about the niche, it will just get filled again by whoever was decimated. Compare: Germans (hypothetically) settling in the Ukraine versus the US bombing of Hiroshima (which was not then settled by the US). Consistent genetic pressure is really key."
1861,notsarc,And this is merely another piece of evidence that Sport's a XXXXX.
1862,notsarc,"It's one thing for the pot to call the kettle black, but here the cast iron cauldron is calling the porcelain basin black."
1863,notsarc,Just because a man pays support doesn't mean he is part of the childs life.He has no obligation to do *fatherly* things with his child.Women pay child support BTW.
1864,notsarc,Which is precisely why the law must needs be silent when it comes to women choosing whether or not to continue their pregnancies.
1865,notsarc,"And what does it matter if they're in the army reserve, or a lawyer, a teacher, a doctor?"
1866,notsarc,"And like usual, you're wrong   How were those pictures you ordered from Fox? You know the civil war ones with the dinosaur prop for the TV show ""Freaky Links""? Did they cost a lot?"
1867,notsarc,"Logically incorrect. One can as many red balls as one likes, and still only have one green one."
1868,notsarc,"Well then, have at it. The theme of the day was weddings. Almost everything taught that day, except for this one story, was about heterosexual marriage. Go on, show us your argument against teaching kids about how this society organizes familes.   Your opposition to this, homo- or heterosexual, is so obviously contrived. School is there to help socialize children and instruct them in how to be good members of this society, AND YOU KNOW IT. The idea that you would prefer them to ignore discussions of family -- while you simultaneously assert that this society rests on the family and tradition -- is ludicrous.   Come on, jyoshu, you don't have to argue this one... we won't tell your supervisor."
1869,notsarc,Because it's unfair that us little people can also own guns.
1870,notsarc,"Well, I did not choose to be heterosexual, I was born heterosexual.   I can not see why it should be different for Gay people"
1871,notsarc,"this is totally false. the laws of logic being absolute does nothing to support a case for god. in fact, everything the bible tells us about god's nature indicates that god is illogical, unpredictable, unreliable and irreplicable. this is totally the opposite of logic"
1872,notsarc,That is the premise of my question. On what basis can one claim that the Constitution makes this arbitrary designation with respect to the death penalty? I simply don't see any rational argument for it.
1873,notsarc,"I believe that you will go to hell if you commit suicide. It does not say in the Bible that you will go to hell for lying. (Where is your reference?) You cannot be a Christian and be gay at the same time. That goes completely against scripture. You don't go to hell for masturbating! (Once again, reference please.)"
1874,notsarc,You know how those anti-gunners are?they just kinda get stuck in that same old revolving door.Can't come up with anything new so they rehash.
1875,notsarc,"He's not talking about the fossil Coelacanth, he's talking about the modern version of it. And you can assert all you want, without evidence, they're just that, assertions."
1876,notsarc,"You know what else doesn't have any hope/potential of maturing into sentient beings, Archie? Aborted fetuses.   Game-set-match."
1877,notsarc,"Last time I checked, it was a debate about religion and evolution co-existing. Not a debate about Creationism vs. ""science"" and ""reality""."
1878,notsarc,That sounds like an honest answer. How did you feel about it at the time? How do you feel about it now? Just trying to educate myself more.   Huck
1879,notsarc,Why do you find it necessary to fit observations to Genesis?   or why it makes perfect sense to design creatures that resemble humans but have them evolve from things that look like apes? and so on?   Are you saying that mankind is the original goal of evolution?
1880,notsarc,"Thanks, Clive, you're a good sport. Of course I can't agree with the XXXXX part. Rash, unwise, unknowledgeable, maybe, but not fools."
1881,notsarc,But you don't like intellectual property and consign it to non-existence.
1882,notsarc,"Really? 'cuss what I always see with anti-choicers is that they seem to think that the pregnant woman is invisible. This means that all men and all fetuses have a right to life at all times, but women, for some unknown reason, seem to lose that right when they become pregnant. Weird."
1883,notsarc,"And you're quite naive if you think that emotional examples mean anything against the facts. The so-called ""Partial Birth"" Abortion is quite rare and usually only performed to save the mother's life, but now they're going to have to let the mother die because Dubya has banned this now thus the first step to going back to the ""good old days"" when women were nothing more than property. You're the sick one.   Also, with your resorting to such tactics shows that you are losing.   BTW, isn't putting ""Your god"" under your name somewhat sacrilegious by putting yourself above your god? I guess that I'll be seeing you in Hell."
1884,notsarc,The Christian community DOES have a split on the issue.   Not all Christians believe gays should be the target of Christian homophobic attacks and discriminatory legislative efforts.
1885,notsarc,What is your non-violent way of stopping a felon with a knife? A felon who at 30 has spent 10 years in prison and was raped by other prisoners?   I suspect you will do what most New Yorkers will do when they witness a crime: NOT GET INVOLVED!   I will stop carrying a pistol when life is rosy. What else do you do to protect yourself besides being concerned?
1886,notsarc,"Well, my daughter cut her chin (in the U.S.), which required some stitches. My wife arrived to the emergency room with my daughter around 6:30 PM. We did not come back home until after midnight."
1887,notsarc,"They have. Prey animals have their eyes to the sides of their heads which allows them to see in every direction, almost 360 degrees around. Predator animals have their both eyes facing forward."
1888,notsarc,"Sure,,,,I have more than a few that was purchased from a individual,,,,no registration,license,no paperwork.I hand him the money and he hands me the gun.All legal and absolutley no paper trail.   As far as guns purchased from a licensed dealer,all that is documented is the info for a background check,And by law that info must be destroyed within,I think 90 days.   Kind of puts a snag in the whole confiscation idea ,,ehhhh?"
1889,notsarc,"Because naturally the man should be responsible to pay for it... one way or another, to support it... and her in marraige, or provide child support, as provided in the law... he did the deed, and must be made to pay..   The idea is that if men are held responsible for abortions, then they will put on a condom instead of taking the chance,... and hence.. reduce the abortions or the need there of, and this would incourage them to marry."
1890,notsarc,Well if their reasoning hasn't sunk in by now   Anyways I'm pro-choice and pro-death penalty. I do believe in individual responsibility which is why I'm pro-choice for males as well.   What's your argument?
1891,notsarc,"But....but....I thought these weapons were used solely to kill large amounts of people? Can anyone explain to me why we have to ban ""assault weapons"" because they are only designed to mow people down like blades of grass, yet we need to issue the same ""assault weapons"" to our police for their safety?   If they are used solely to kill large amounts of people indiscriminately, why do our police need them, unless it's to kill large amounts of people indiscriminately?   How can you argue they ARE NOT needed, yet argue that they ARE needed?   Which is it? Please explain yet another instance of anti-gun ""doublespeak""."
1892,notsarc,Might be something to be said for that. Are there any studies that show possible causes of suicide?
1893,notsarc,So does this mean they have to get tougher on gun control or softer before the results go their way? That is the real question. My guess is that we are caught in the unhappy medium where going in either direction will be more successful than where we are now.
